ret_lag_1,ret_lag_2,ret_lag_3,ret_lag_4,ret_lag_5,volatility,dist_ma20,rsi,targetw
-0.002719682678708843,0.00040883799571498974,0.004832419632938723,0.003996329851615026,-0.0035340230516199287,0.0067961574803822224,-0.00011678952125944309,45.36541664881647,0.006867267158630261
0.008424693022826934,-0.002719682678708843,0.00040883799571498974,0.004832419632938723,0.003996329851615026,0.006393278422528224,0.007313449495682589,53.283569602834994,0.0031729290996995304
0.006867267158630261,0.008424693022826934,-0.002719682678708843,0.00040883799571498974,0.004832419632938723,0.005625930480440287,0.010294769721168247,52.83485789781552,-0.002769465505019701
0.0031729290996995304,0.006867267158630261,0.008424693022826934,-0.002719682678708843,0.00040883799571498974,0.00496289082627226,0.007238412784717939,56.92037316463329,0.01098252050319909
-0.002769465505019701,0.0031729290996995304,0.006867267158630261,0.008424693022826934,-0.002719682678708843,0.005031916648056353,0.01770924973293346,59.64565877290966,-0.0010895591835757032
0.01098252050319909,-0.002769465505019701,0.0031729290996995304,0.006867267158630261,0.008424693022826934,0.004731460825674597,0.015933647272577355,53.34498075046167,0.00048259010452929307
-0.0010895591835757032,0.01098252050319909,-0.002769465505019701,0.0031729290996995304,0.006867267158630261,0.004796650770390958,0.015906587657639658,61.77529541346497,-0.008612258457473676
0.00048259010452929307,-0.0010895591835757032,0.01098252050319909,-0.002769465505019701,0.0031729290996995304,0.005931994543365275,0.006812078665772786,60.8906357995885,0.004202617764653276
-0.008612258457473676,0.00048259010452929307,-0.0010895591835757032,0.01098252050319909,-0.002769465505019701,0.00597456708171817,0.010654853111977941,69.79614650384039,0.006901750205170698
0.004202617764653276,-0.008612258457473676,0.00048259010452929307,-0.0010895591835757032,0.01098252050319909,0.005923495448140882,0.01645920112452063,76.7133264479025,0.0006966508245472663
0.006901750205170698,0.004202617764653276,-0.008612258457473676,0.00048259010452929307,-0.0010895591835757032,0.00561223995618713,0.01624112531609312,75.51039947177286,0.003294334262127831
0.0006966508245472663,0.006901750205170698,0.004202617764653276,-0.008612258457473676,0.00048259010452929307,0.005382897533925422,0.018987485092508475,74.94113553521902,0.00018175942364727842
0.003294334262127831,0.0006966508245472663,0.006901750205170698,0.004202617764653276,-0.008612258457473676,0.005376677002745385,0.018070691759644424,74.85061204562753,-0.007954922070865405
0.00018175942364727842,0.003294334262127831,0.0006966508245472663,0.006901750205170698,0.004202617764653276,0.006036004180116782,0.008928901345036782,68.7412331571532,0.0006992897479059688
-0.007954922070865405,0.00018175942364727842,0.003294334262127831,0.0006966508245472663,0.006901750205170698,0.004897669611932664,0.008206397599984537,64.65240575811616,-0.014611959979605212
0.0006992897479059688,-0.007954922070865405,0.00018175942364727842,0.003294334262127831,0.0006966508245472663,0.006722118775835113,-0.007268404271886849,46.6615745743135,0.005591699832857658
-0.014611959979605212,0.0006992897479059688,-0.007954922070865405,0.00018175942364727842,0.003294334262127831,0.007072224320593372,-0.0026378475574529723,48.533628135645024,0.007862777725995748
